,,,,,,,,
CONSEJO NACIONAL DE FIJACIÓN Y REVISIÓN DE PRECIOS DE MEDICAMENTOS DE USO Y CONSUMO HUMANO ,,,,,,,,
CONSOLIDADO DE PRECIOS TECHO ACTUALIZADO,,,,,,,,
,,,,,,,,
Resolución,Item,Sesión de Consejo,Principio Activo,Primer Nivel de Desagregación,Forma Farmacéutica,Concentración ,Presentación Comercial , Precio Techo (USD )  
Medicamentos nuevos Consolidados,49,641,FUROATO DE FLUTICASONA + VILANTEROL ,SÓLIDO PARA INHALACIÓN,SOR-08,200 mcg + 25 mcg, -,$48.2700
Medicamentos nuevos Consolidados,50,652,FUROATO DE FLUTICASONA + VILANTEROL ,SÓLIDO PARA INHALACIÓN,SOR-08,100mcg + 25 mcg , - ,$32.0400
Resolución 10 (Anexo A),908,,FUROSEMIDA,SÓLIDO ORAL,SOR-01,40 mg,-,$0.0900
Resolución 10 (Anexo A),906,,FUROSEMIDA,LÍQUIDO PARENTERAL,LPA-02,10 mg/ml,-,$0.1550
Resolución 10 (Anexo A),907,,FUROSEMIDA,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml,-,$0.1450
Resolución 10 (Anexo A),909,,GABAPENTINA,SÓLIDO ORAL,SOR-01,300 mg,-,$1.0000
STFP-003-750-2024,,750,GADOBUTROL,LÍQUIDO PARENTERAL,LPA-02,"604,72 mg/ml",,$5.2298
STFP-01-693-2020,,693,GALSULFASA, LÍQUIDO PARENTERAL , LPA-01/LPA-02 , 1 mg/ml ,  - ,$210.8080
Resolución 10 (Anexo A),916,,GANCICLOVIR,SÓLIDO PARENTERAL,SPA-04,500 mg,-,$56.3800
Medicamentos nuevos Consolidados,51,639,GEFITINIB,SÓLIDO ORAL,SOR-01,250 mg,-,$77.9000
Resolución 10 (Anexo A),919,,GEMCITABINA,SÓLIDO PARENTERAL,SPA-04,1 g,-,$225.4500
Resolución 10 (Anexo A),920,,GEMCITABINA,SÓLIDO PARENTERAL,SPA-04,200 mg,-,$73.5700
STFP-001-756-2024,,756,GEMCITABINA,LÍQUIDO PARENTERAL,LPA-02,38 mg/ml,-,$5.3516
Resolución 10 (Anexo A),922,,GEMFIBROZILO,SÓLIDO ORAL,SOR-01,600 mg,-,$0.3100
Resolución 10 (Anexo A),928,,GENTAMICINA,LÍQUIDO PARENTERAL,LPA-02,10 mg / mL,-,$0.2900
Resolución 10 (Anexo A),929,,GENTAMICINA,LÍQUIDO PARENTERAL,LPA-02,20 mg / mL,-,$0.2250
Resolución 10 (Anexo A),930,,GENTAMICINA,LÍQUIDO PARENTERAL,LPA-02,40 mg / mL,-,$0.3400
Resolución 10 (Anexo A),932,,GENTAMICINA,LÍQUIDO PARENTERAL,LPA-02,80 mg / mL,-,$0.4300
Resolución 10 (Anexo A),933,,GENTAMICINA,LÍQUIDO PARENTERAL,LPA-02,140 mg / mL,-,$0.5500
Resolución 10 (Anexo A),931,,GENTAMICINA,LÍQUIDO PARENTERAL,LPA-02,40 mg / mL,JERINGA PRELLENADA,$1.0400
Resolución 16-2017,29,669,GENTAMICINA,LÍQUIDO OFTÁLMICO,SOLUCIÓN OFTÁLMICA,"3 mg/ml    (0,3%)", -,$0.3060
Medicamentos nuevos Consolidados,86,639,GLATIRAMER ACETATO,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml, -,$56.7200
Resolución 10 (Anexo A),936,,GLIBENCLAMIDA,SÓLIDO ORAL,SOR-01,5 mg,-,$0.0800
Medicamentos nuevos Consolidados,52,649,GLICLAZIDA,SÓLIDO ORAL,SOR-02,60 mg ,-,$1.0000
Resolución 10 (Anexo A),937,,GLICLAZIDA,SÓLIDO ORAL,SOR-02,30 mg,-,$0.6000
Resolución 10 (Anexo A),938,,GLICLAZIDA,SÓLIDO ORAL,SOR-01,80 mg,-,$0.2400
Resolución 10 (Anexo A),941,,GLIMEPIRIDA,SÓLIDO ORAL,SOR-01,2 mg,-,$0.4500
Resolución 10 (Anexo A),942,,GLIMEPIRIDA,SÓLIDO ORAL,SOR-01,4 mg,-,$0.6600
Medicamentos nuevos Consolidados,87,655,GLOBULINA ANTITIMOCITICA EQUINA ,LÍQUIDO INYECTABLE,LPA-02,50 mg/ml, -,$148.0000
Resolución 10 (Anexo A),943,,GLUCAGON,SÓLIDO PARENTERAL,POLVO PARA INYECCIÓN / JERINGA PRELLENADA,1 mg,-,$46.8800
STFP-010-761-2025,,761,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,2%,≤ 120 mL,$0.0208
STFP-010-761-2025,,761,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,2%,> 120 mL - < 250 mL,$0.0260
STFP-010-761-2025,,761,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,2%,≥ 250 mL - < 500 mL,$0.0188
STFP-010-761-2025,,761,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,2%,≥ 500 mL - < 1000 mL,$0.0180
STFP-010-761-2025,,761,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,2%,≥ 1000 mL - < 3785 mL,$0.0132
STFP-010-761-2025,,761,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,2%,≥ 3785 mL,$0.0089
STFP-004-763-2025,,763,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,4%,≤250 ml,$0.0201
STFP-004-763-2025,,763,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,4%,>250 ml - ≤500 ml,$0.0194
STFP-004-763-2025,,763,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,4%,>500 ml - ≤1000 ml,$0.0186
STFP-004-763-2025,,763,GLUCONATO DE CLORHEXIDINA,LÍQUIDO CUTÁNEO,LCU-01,4%,>1000 ml - ≤3785 ml,$0.0150
Resolución 16-2017,69,671,GLUCOSA + CLORURO DE SODIO + CLORURO DE CALCIO + CLORURO DE MAGNESIO + LACTATO DE SODIO ,LÍQUIDO PARENTERAL,LPA-03,"25 mg/ml + 5,38 mg/ml + 0,257 mg/ml + 0,0508 mg/ml + 4,48 mg/ml ",2000 ml,$0.0040
Resolución 10 (Anexo A),944,,GOLIMUMAB,LÍQUIDO PARENTERAL,LPA-02,"50 mg/0,5 ml",JERINGA PRELLENADA,"$2,421.5500"
Resolución 10 (Anexo A),946,,GOSERELINA,SÓLIDO PARENTERAL,SPA-02,"10,8 mg",-,"$1,091.7700"
STFP-007-709-2021,,709,GOSERELINA, SÓLIDO PARENTERAL  ,SPA-02,"3,6 mg",-,$363.9233
Resolución 10 (Anexo A),948,,GRANISETRON,SÓLIDO ORAL,SOR-01,1 mg,-,$3.5700
Resolución 10 (Anexo A),947,,GRANISETRON,LÍQUIDO PARENTERAL,LPA-02,1 mg/mL,-,$3.7600
Resolución 10 (Anexo A),949,,GRISEOFULVINA,SÓLIDO ORAL,SOR-01,500 mg,-,$0.3900
STFP-005-727-2023,,727,GUSELKUMAB,LÍQUIDO PARENTERAL,LPA-02,100 mg/ml,-,"$1,839.0032"
Resolución 10 (Anexo A),950,,HALOBETASOL O ULOBETASOL,SEMISÓLIDO CUTÁNEO,SSC-01,0.05%,-,$0.7883
Resolución 10 (Anexo A),954,,HALOPERIDOL,SÓLIDO ORAL,SOR-01,10 mg,-,$0.0200
Resolución 10 (Anexo A),955,,HALOPERIDOL,SÓLIDO ORAL,SOR-01,5 mg,-,$0.1400
Resolución 10 (Anexo A),951,,HALOPERIDOL,LÍQUIDO ORAL,LOR-01,2 mg/ml,-,$0.0933
Resolución 10 (Anexo A),953,,HALOPERIDOL,LÍQUIDO PARENTERAL,LPA-02,5 mg/mL,-,$0.6500
Resolución 10 (Anexo A),956,,HALOPERIDOL DECANOATO,LÍQUIDO PARENTERAL,LPA-02,50mg/mL,-,$11.7000
Resolución 10 (Anexo A),957,,HALOTANO,LÍQUIDO PARA INHALACIÓN,LOR-04,ND,250 ml ,$60.7400
Medicamentos nuevos Consolidados,88,641,HEMAGLUTININAS DE VIRUS ANTI INFLUENZA INACTIVO Y PURIFICADO,LÍQUIDO PARENTERAL,LPA-02,"Cepa A (H1N1) - hemaglutinina 7,5mcg/0,25 ml
Cepa A (H3N2) - hemaglutinina 7,5mcg/0,25ml
Cepa B (Yamagata) - hemaglutinina 7,5mcg/0,25ml
Cepa B (Victoria) - hemaglutinina 7,5mcg/0,25ml", -,$17.5000
Resolución 10 (Anexo A),959,,HEPARINA (NO FRACCIONADA),LÍQUIDO PARENTERAL,LPA-02,5 000 UI/ml,-,$1.0640
Resolución 10 (Anexo A),962,,HIDRALAZINA,SÓLIDO ORAL,SOR-01,50 mg,-,$0.0300
Resolución 10 (Anexo A),961,,HIDRALAZINA,LÍQUIDO PARENTERAL,LPA-02,20 mg / mL,-,$3.7200
STFP-06-685-2018,,685,HIDRALAZINA,SÓLIDO ORAL,SOR-01,10 mg,-,$0.1300
STFP-004-746-2024,,746,HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,25 mg,-,$0.1800
Resolución 10 (Anexo A),965,,HIDROCORTISONA,SÓLIDO PARENTERAL,SPA-04,100 mg,-,$2.9200
Resolución 10 (Anexo A),966,,HIDROCORTISONA,SÓLIDO PARENTERAL,SPA-04,500 mg,-,$4.2500
STFP-03-687-2019,,687,HIDROCORTISONA,SÓLIDO ORAL,SOR-01,20 mg,-,$0.1700
Resolución 10 (Anexo A),963,,HIDROCORTISONA,SEMISÓLIDO CUTÁNEO,SSC-01,1%,20 g,$5.1200
Resolución 10 (Anexo A),964,,HIDROCORTISONA,SEMISÓLIDO CUTÁNEO,SSC-01,1%,30 g,$7.5000
Resolución 10 (Anexo A),967,,"HIDROCORTISONA, SUCCINATO SÓDICO",SÓLIDO PARENTERAL,SPA-04,100 mg,-,$2.9200
Resolución 10 (Anexo A),968,,"HIDROCORTISONA, SUCCINATO SÓDICO",SÓLIDO PARENTERAL,SPA-04,500 mg,-,$4.2500
Resolución 10 (Anexo A),969,,HIDROXICARBAMIDA (HIDROXIUREA),SÓLIDO ORAL,SOR-01,500 mg,-,$0.7100
Resolución 10 (Anexo A),970,,HIDROXICLOROQUINA,SÓLIDO ORAL,SOR-01,200 mg,-,$0.8700
Resolución 10 (Anexo A),971,,HIDROXICLOROQUINA,SÓLIDO ORAL,SOR-01,400 mg,-,$1.3300
Resolución 10 (Anexo A),980,,HIDROXOCOBALAMINA (VITAMINA B12),LÍQUIDO PARENTERAL,LPA-02,1 mg,-,$0.6200
Resolución 10 (Anexo A),981,,HIDROXOCOBALAMINA (VITAMINA B12),LÍQUIDO PARENTERAL,LPA-02,10 mg,-,$3.0600
Resolución 10 (Anexo A),828,,HIERRO GLICINATO QUELATO (HIERRO BIS-GLICINA QUELATO),LÍQUIDO ORAL,LOR-01,3 g/100 ml,120 ml ,$11.0000
Resolución 10 (Anexo A),827,,HIERRO GLICINATO QUELATO (HIERRO BIS-GLICINA QUELATO),LÍQUIDO ORAL,LOR-01,3 g/100 ml,30 ml ,$7.2800
Medicamentos nuevos Consolidados,119,664,IBRUTINIB,SÓLIDO ORAL,SOR-01,140 mg,-,$68.0300
STFP-003-711-2022,,711,IBRUTINIB,SÓLIDO ORAL,SOR-01,280 mg,-,$101.4115
STFP-004-711-2022,,711,IBRUTINIB,SÓLIDO ORAL,SOR-01,420 mg,-,$152.0915
STFP-005-711-2022,,711,IBRUTINIB,SÓLIDO ORAL,SOR-01,560 mg,-,$204.6420
Resolución 10 (Anexo A),994,,IBUPROFENO,SÓLIDO ORAL,SOR-01,400 mg,-,$0.0700
Resolución 10 (Anexo A),995,,IBUPROFENO,SÓLIDO ORAL,CÁPSULA BLANDA,400 mg,-,$0.4000
Resolución 10 (Anexo A),990,,IBUPROFENO,LÍQUIDO ORAL,LOR-01,200 mg/5 ml,-,$0.1816
STFP-002-736-2023,,736,IBUPROFENO,LÍQUIDO PARENTERAL,LPA-02,4 mg/ml,-,$0.0790
STFP-003-757-2024,,757,IBUPROFENO,LÍQUIDO PARENTERAL,LPA-02,6 mg/ml,,$0.2000
STFP-003-771-2025,,771,ICOSAPENTO DE ETILO,SÓLIDO ORAL,SOR-01,500 mg,-,$1.1500
STFP-004-771-2025,,771,ICOSAPENTO DE ETILO,SÓLIDO ORAL,SOR-01,1000 mg,-,$1.4900
STFP-009-712-2022,,712,IDARUBICINA,SÓLIDO PARENTERAL,SPA-04,10 mg,-,$156.5878
Resolución 10 (Anexo A),1009,,IDARUBICINA,LÍQUIDO PARENTERAL,LPA-02,1 mg / mL,10 ml ,$524.6200
STFP-012-710-2022,,710,IDARUCIZUMAB,LÍQUIDO PARENTERAL,LPA-02,50 mg/ml,-,$17.2500
STFP-004-720-2022,,720,IDELALISIB,SÓLIDO ORAL,SOR-01,100 mg,-,$48.3384
STFP-005-720-2022,,720,IDELALISIB,SÓLIDO ORAL,SOR-01,150 mg,-,$48.3384
Resolución 10 (Anexo A),1010,,IFOSFAMIDA,SÓLIDO PARENTERAL,SPA-04,1 g,-,$33.9400
Medicamentos nuevos Consolidados,91,639,ILOPROST,LÍQUIDO PARA INHALACIÓN,LOR-04,"0,010 mg/ml", -,$28.1300
Medicamentos nuevos Consolidados,91,639,ILOPROST,LÍQUIDO PARA INHALACIÓN,LOR-04,"0,020 mg/ml", -,$28.1300
Resolución 10 (Anexo A),1011,,IMATINIB,SÓLIDO ORAL,SOR-01,100 mg,-,$14.3200
Resolución 10 (Anexo A),1012,,IMATINIB,SÓLIDO ORAL,SOR-01,400 mg,-,$72.8000
Resolución 10 (Anexo A),1015,,IMIGLUCERASA,SÓLIDO PARENTERAL,SPA-04,400 UI,-,"$3,314.5200"
Medicamentos nuevos Consolidados,53,648,IMIGLUCERASA,SÓLIDO PARENTERAL,SPA-04,200 U, -,"$1,230.0000"
Resolución 10 (Anexo A),1016,,IMIPENEM + CILASTATINA,SÓLIDO PARENTERAL,SPA-04,500 mg + 500 mg,-,$25.6600
Resolución 10 (Anexo A),1017,,IMIQUIMOD,SEMISÓLIDO CUTÁNEO,SSC-01,5%,-,$9.1900
STFP-002-749-2024,,749,INCLISIRÁN,LÍQUIDO PARENTERAL,LPA-02,"284 mg/1,5 ml",JERINGA PRELLENADA,"$1,250.0000"
Resolución 10 (Anexo A),1018,,INDACATEROL,SÓLIDO PARA INHALACIÓN,SNA-01,150 mcg,-,$1.5600
Resolución 10 (Anexo A),1019,,INDACATEROL,SÓLIDO PARA INHALACIÓN,SNA-01,300 mcg,-,$1.9000
Medicamentos nuevos Consolidados,123,639,"INDACATEROL +
GLICOPIRRONIO",SÓLIDO PARA INHALACIÓN,SNA-01,110 mcg + 50 mcg, -,$67.0000
Resolución 10 (Anexo A),1020,,INDAPAMIDA,SÓLIDO ORAL,SOR-02,"1,5 mg",-,$0.6400
Resolución 10 (Anexo A),1021,,INDAPAMIDA,SÓLIDO ORAL,SOR-02,"2,5 mg",-,$0.5800
Resolución 10 (Anexo A),1022,,INDINAVIR,SÓLIDO ORAL,SOR-01,400 mg,-,$1.5600
Resolución 10 (Anexo A),1025,,INFLIXIMAB,SÓLIDO PARENTERAL,SPA-04,100 mg,-,$778.0700
Resolución 10 (Anexo A),1026,,INMUNOGLOBULINA ANTI D,SÓLIDO PARENTERAL,SPA-04,250 mcg,-,$107.1000
STFP-004-722-2022,,722,INMUNOGLOBULINA ANTI D,LÍQUIDO PARENTERAL,LPA-02,300 ug/2 ml (1500 UI/2 ml),-,$77.5849
Resolución 10 (Anexo A),1027,,INMUNOGLOBULINA ANTIRABICA,LÍQUIDO PARENTERAL,LPA-02,150 UI / mL,-,$90.0000
Resolución 10 (Anexo A),1028,,INMUNOGLOBULINA ANTITETANICA,LÍQUIDO PARENTERAL,LPA-02,250 UI / 2ml,-,$8.9500
Resolución 10 (Anexo A),1029,,INMUNOGLOBULINA ANTITETANICA,LÍQUIDO PARENTERAL,LPA-02,250 UI/ml,JERINGA PRELLENADA,$62.1800
STFP-023-684-2018,,684,INMUNOGLOBULINA DE CONEJO ANTITIMOCITOS HUMANOS,SÓLIDO PARENTERAL,SPA-04,25 mg, -,$360.0000
Resolución 10 (Anexo A),1030,,INMUNOGLOBULINA HUMANA NORMAL,SÓLIDO PARENTERAL,SPA-04,1 g,-,$153.9700
Resolución 10 (Anexo A),1031,,INMUNOGLOBULINA HUMANA NORMAL,SÓLIDO PARENTERAL,SPA-04,5 g ,-,$469.5900
Resolución 10 (Anexo A),1032,,INMUNOGLOBULINA HUMANA NORMAL,SÓLIDO PARENTERAL,SPA-04,6 g,-,$673.3200
Resolución 10 (Anexo A),1033,,INMUNOGLOBULINA HUMANA NORMAL,SÓLIDO PARENTERAL,SPA-04,10 g ,-,$939.1900
Resolución 10 (Anexo A),1034,,INMUNOGLOBULINA HUMANA NORMAL,LÍQUIDO PARENTERAL,LPA-02,5g / 50 mL (100 mg / mL),-,"$1,088.5300"
Resolución 10 (Anexo A),1035,,INMUNOGLOBULINA HUMANA NORMAL,LÍQUIDO PARENTERAL,LPA-02,10g / 100 mL (100 mg / mL),-,"$1,650.9100"
STFP-002-764-2025,,764,INMUNOGLOBULINA HUMANA NORMAL PARA ADMINISTRACIÓN EXTRAVASCULAR,LÍQUIDO PARENTERAL,LPA-02,165 mg/ml (pureza no menor al 95%),-,$22.8420
Resolución 10 (Anexo A),1036,,INSULINA ASPARTA,LÍQUIDO PARENTERAL,LPA-02,100 UI/ml,3 ml ,$8.8800
Medicamentos nuevos Consolidados,92,639,INSULINA DETEMIR,LÍQUIDO PARENTERAL,LPA-02,100 UI / 1 ml, -,$15.9200
STFP-003-719-2022,,719,INSULINA GLARGINA,LÍQUIDO PARENTERAL,LPA-02,"300 U/ml
(450 U/1,5 ml)",-,$20.3267
Resolución 10 (Anexo A),1038,,INSULINA GLARGINA,LÍQUIDO PARENTERAL,LPA-02,100 UI/ml,10 ml ,$55.3800
Resolución 10 (Anexo A),1037,,INSULINA GLARGINA,LÍQUIDO PARENTERAL,SOLUCIÓN INYECTABLE / SOLOSTAR,100 UI/ml,3 ml,$15.9200
STFP-013-708-2021,,708,INSULINA GLARGINA + LIXISENATIDA,LÍQUIDO PARENTERAL,LPA-02,(100 U + 50 mcg)/ml,-,$17.5233
STFP-014-708-2021,,708,INSULINA GLARGINA + LIXISENATIDA,LÍQUIDO PARENTERAL,LPA-02,(100 U + 33 mcg)/ml,-,$17.5233
Resolución 10 (Anexo A),1040,,INSULINA GLULISINA,LÍQUIDO PARENTERAL,LPA-02,100 UI/ml,10 ml ,$39.6900
Resolución 10 (Anexo A),1039,,INSULINA GLULISINA,LÍQUIDO PARENTERAL,SOLUCIÓN INYECTABLE / SOLOSTAR,100 UI/ml,3 ml,$13.8400
STFP-005-768-2025,,768,INSULINA HUMANA (ADN r) (ACCIÓN RÁPIDA),LÍQUIDO PARENTERAL,LPA-02 ,100 UI/ml,-,$1.8091
STFP-004-766-2025,,766,INSULINA HUMANA (ADN r) NPH (ACCIÓN INTERMEDIA),LÍQUIDO PARENTERAL,LPA-02,100 UI/ml,-,$2.2237
Resolución 10 (Anexo A),1042,,INSULINA HUMANA + INSULINA ISOFONA NPH,LÍQUIDO PARENTERAL,LPA-02,100 UI/ml,10 ml ,$24.5200
Resolución 10 (Anexo A),1041,,INSULINA HUMANA + INSULINA ISOFONA NPH,LÍQUIDO PARENTERAL,LPA-02,100 UI/ml,3 ml,$9.0000
Resolución 10 (Anexo A),1043,,INSULINA LISPRO,LÍQUIDO PARENTERAL,LPA-02,100 UI/ml,3 ml,$15.9100
Resolución 10 (Anexo A),1044,,INTERFERON ALFA 2B,SÓLIDO PARENTERAL,SPA-04,10 000 000 UI,-,$313.2000
Resolución 10 (Anexo A),1045,,INTERFERON ALFA 2B,SÓLIDO PARENTERAL,SPA-04,3 000 000 UI,-,$95.3000
Resolución 10 (Anexo A),1046,,INTERFERON ALFA 2B,SÓLIDO PARENTERAL,SPA-04,5 000 000 UI,-,$157.5800
Resolución 10 (Anexo A),1047,,INTERFERON ALFA 2B,LÍQUIDO PARENTERAL,LPA-02,15 000 000 UI,-,$385.2900
Resolución 10 (Anexo A),1048,,INTERFERON ALFA 2B,LÍQUIDO PARENTERAL,LPA-02,25 000 000 UI,-,$645.8800
Resolución 10 (Anexo A),1049,,INTERFERON ALFA-2A,LÍQUIDO PARENTERAL,LPA-02,3 000 000 UI,-,$12.6100
Resolución 10 (Anexo A),1050,,INTERFERON BETA 1A,LÍQUIDO PARENTERAL,SOLUCIÓN INYECTABLE / JERINGA PRELLENADA,12 000 000 UI,0.5 mL,$435.0000
Resolución 10 (Anexo A),1051,,INTERFERON BETA 1A,LÍQUIDO PARENTERAL,SOLUCIÓN INYECTABLE / JERINGA PRELLENADA,6 000 000 UI,0.5 mL,$259.2200
STFP-008-761-2025,,761,"IOBITRIDOL
(EQUIVALENTE A YODO)",LÍQUIDO PARENTERAL,LPA-02,"658,1 mg/mL
(300 mg/mL)",-,$0.9879
STFP-011-759-2024,,759,IOHEXOL (equivalente a Iodo),LÍQUIDO PARENTERAL,LPA-02,350 mg/ml,-,$0.8100
STFP-002-743-2024,,743,IOPAMIDOL (EQUIVALENTE  YODO),LÍQUIDO PARENTERAL,LPA-02,"755 mg/ml
(370 mg/ml)",-,$0.5792
STFP-006-746-2024,,746,IOPAMIDOL (EQUIVALENTE  YODO),LÍQUIDO PARENTERAL,LPA-02,"612 mg/ml
(300 mg/ml)",-,$0.5000
Resolución 10 (Anexo A),1055,,IOPRAMIDA (SALES YODADAS NO IONICAS),LÍQUIDO PARENTERAL,LPA-02,15 g,-,$57.3400
Resolución 10 (Anexo A),1056,,IOPRAMIDA (SALES YODADAS NO IONICAS),LÍQUIDO PARENTERAL,LPA-02,"18,5 g",-,$59.3700
Resolución 10 (Anexo A),1057,,IOPRAMIDA (SALES YODADAS NO IONICAS),LÍQUIDO PARENTERAL,LPA-02,30 g,-,$114.6900
Resolución 10 (Anexo A),1058,,IOPRAMIDA (SALES YODADAS NO IONICAS),LÍQUIDO PARENTERAL,LPA-02,37 g,-,$118.7500
STFP-001-743-2024,,743,IOVERSOL (YODO),LÍQUIDO PARENTERAL,LPA-02,"636 mg/ml
(300 mg/ml)",-,$0.5000
STFP-003-747-2024,,747,IOVERSOL (YODO),LÍQUIDO PARENTERAL,LPA-02,741 mg/ml (350 mg/ml),-,$0.5792
STFP-001-748-2024,,748,IOVERSOL (YODO),LÍQUIDO PARENTERAL,LPA-02,678 mg/ml (320 mg/ml),-,$0.5792
STFP-001-752-2024,,752,IPILIMUMAB,LÍQUIDO PARENTERAL,LPA-02,5 mg/ml,-,$326.7763
Resolución 10 (Anexo A),1059,,IPRATROPIO BROMURO,LÍQUIDO PARA INHALACIÓN,LNA-02,"0,02 mg/DOSIS", -,$0.0650
Resolución 10 (Anexo A),1060,,IPRATROPIO BROMURO,LÍQUIDO PARA INHALACIÓN,LNA-02,0.25 mg / mL, -,$0.6435
Resolución 10 (Anexo A),1061,,IRBESARTÁN,SÓLIDO ORAL,SOR-01,150 mg,-,$0.7000
Resolución 10 (Anexo A),1062,,IRBESARTÁN,SÓLIDO ORAL,SOR-01,300 mg,-,$0.8700
STFP-01-693-2020,,693,"IRBESARTÁN + 
HIDROCLOROTIAZIDA", SÓLIDO ORAL ,SOR-01, 300 mg + 25 mg ,-,$0.4292
STFP-002-732-2023,,732,IRBESARTÁN + AMLODIPINO,SÓLIDO ORAL,SOR-01,150 mg + 5 mg,-,$1.2300
STFP-003-732-2023,,732,IRBESARTÁN + AMLODIPINO,SÓLIDO ORAL,SOR-01,300 mg + 5 mg,-,$1.4300
STFP-003-766-2025,,766,IRBESARTÁN + AMLODIPINO,SÓLIDO ORAL,SOR-01,300 mg + 10 mg,-,$1.4300
Resolución 16-2017,20,669,IRBESARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,"150mg + 12,5mg",-,$1.0050
STFP-03-683-2018,,683,IRBESARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,"300 mg + 12,5 mg",-,$1.2800
Resolución 10 (Anexo A),1063,,IRINOTECAN,LÍQUIDO PARENTERAL,LPA-02,20 mg / mL,-,$71.3820
Resolución 10 (Anexo A),1065,,ISONIAZIDA,SÓLIDO ORAL,SOR-01,100 mg,-,$0.0500
Resolución 10 (Anexo A),1066,,ISONIAZIDA,SÓLIDO ORAL,SOR-01,300 mg,-,$0.0700
Resolución 10 (Anexo A),1067,,ISOTRETINOINA,SÓLIDO ORAL,SOR-01,10 mg,-,$0.6500
Resolución 10 (Anexo A),1068,,ISOTRETINOINA,SÓLIDO ORAL,CÁPSULA BLANDA,10 mg,-,$0.9700
Resolución 10 (Anexo A),1069,,ISOTRETINOINA,SÓLIDO ORAL,SOR-01,20 mg,-,$1.2100
Resolución 10 (Anexo A),1070,,ISOTRETINOINA,SÓLIDO ORAL,CÁPSULA BLANDA,20 mg,-,$1.4000
STFP-012-703-2021,,703,ISOTRETINOINA, SEMISÓLIDO CUTÁNEO ,SSC-01,0.05%,-,$0.3045
Resolución 10 (Anexo A),1071,,ITRACONAZOL,SÓLIDO ORAL,SOR-01,100 mg,-,$1.9700
Resolución 10 (Anexo A),1072,,IVABRADINA,SÓLIDO ORAL,SOR-01,5 mg,-,$0.9900
Resolución 10 (Anexo A),1073,,IVABRADINA,SÓLIDO ORAL,SOR-01,"7,5 mg",-,$0.9900
STFP-002-722-2022,,722,IVACAFTOR + LUMACAFTOR,SÓLIDO ORAL,SOR-01,125 mg + 100 mg,-,$33.3300
STFP-003-722-2022,,722,IVACAFTOR + LUMACAFTOR,SÓLIDO ORAL,SOR-01,125 mg + 200 mg,-,$41.6700
Resolución 10 (Anexo A),1075,,IVERMECTINA,SÓLIDO ORAL,SOR-01,6 mg,-,$0.5200
Resolución 10 (Anexo A),1074,,IVERMECTINA,LÍQUIDO ORAL,LOR-01,6 mg/ml,-,$0.2620
STFP-003-731-2023,,731,IXEKIZUMAB,LÍQUIDO PARENTERAL,LPA-02,80 mg/ml,-,$945.0000
Resolución 10 (Anexo A),1076,,KETAMINA,LÍQUIDO PARENTERAL,LPA-02,50 mg / mL,-,$0.3070
Resolución 10 (Anexo A),1086,,KETOPROFENO,SÓLIDO ORAL,SOR-03,100 mg,-,$0.4400
Resolución 10 (Anexo A),1087,,KETOPROFENO,SÓLIDO ORAL,SOR-01,200 mg,-,$0.7700
Resolución 10 (Anexo A),1083,,KETOPROFENO,SÓLIDO PARENTERAL,SPA-04,100 mg,-,$2.0600
Resolución 10 (Anexo A),1084,,KETOPROFENO,LÍQUIDO PARENTERAL,LPA-02,50 mg / mL,-,$1.0150
Resolución 10 (Anexo A),1085,,KETOPROFENO,LÍQUIDO PARENTERAL,LPA-02,100 mg,JERINGA PRELLENADA,$1.6200
STFP-006-741-2024,,741,KETOPROFENO,SÓLIDO ORAL,SOR-02,150 mg,-,$1.1300
Resolución 10 (Anexo A),1088,,KETOROLACO,LÍQUIDO PARENTERAL,LPA-02,30 mg / ml,-,$2.3000
Resolución 10 (Anexo A),1090,,KETOROLACO,LÍQUIDO PARENTERAL,LPA-02,15 mg / ml,-,$0.8875
Resolución 10 (Anexo A),1096,,KETOROLACO,LÍQUIDO OFTÁLMICO,SOLUCIÓN OFTÁLMICA,"0,5 %",5 ml ,$10.9800
Medicamentos nuevos Consolidados,120,664,LABETALOL,SÓLIDO ORAL,SOR-01,200 mg,-,$0.6200
Medicamentos nuevos Consolidados,93,Extraordinaria N° 01,LABETALOL ,LÍQUIDO PARENTERAL,LPA-02,5 mg/ml, -,$10.0000
